timestamp,open,low,high,close,volume
2022-09-07 09:00:00,135,135,135,135,0
2022-09-07 10:00:00,135,135,135,135,561100
2022-09-07 11:00:00,135,135,135,135,127000
2022-09-07 12:00:00,135,135,135,135,0
2022-09-07 13:00:00,135,135,135,135,356200
2022-09-07 14:00:00,135,135,135,135,192300
2022-09-07 15:00:00,135,135,135,135,0
2022-09-07 16:00:00,135,135,135,135,0
2022-09-08 09:00:00,182,182,182,182,14643500
2022-09-08 10:00:00,182,182,182,182,3373300
2022-09-08 11:00:00,182,182,182,182,0
2022-09-08 12:00:00,182,182,182,182,0
2022-09-08 13:00:00,182,182,182,182,18710000
2022-09-08 14:00:00,182,182,182,182,371700
2022-09-08 15:00:00,182,182,182,182,98000
2022-09-08 16:00:00,182,182,182,182,0
2022-09-09 09:00:00,244,244,244,244,18721200
2022-09-09 10:00:00,244,244,244,244,2303100
2022-09-09 11:00:00,244,244,244,244,540300
2022-09-09 12:00:00,244,244,244,244,0
2022-09-09 13:00:00,244,244,244,244,968900
2022-09-09 14:00:00,244,244,244,244,665100
2022-09-09 15:00:00,244,244,244,244,254200
2022-09-09 16:00:00,244,244,244,244,0
2022-09-12 09:00:00,300,286,304,304,0
2022-09-12 10:00:00,304,304,304,304,1326300
2022-09-12 11:00:00,304,304,304,304,391700
2022-09-12 12:00:00,304,304,304,304,0
2022-09-12 13:00:00,304,304,304,304,1221800
2022-09-12 14:00:00,304,304,304,304,522900
2022-09-12 15:00:00,304,304,304,304,270200
2022-09-12 16:00:00,304,304,304,304,0
2022-09-13 09:00:00,370,370,380,380,0
2022-09-13 10:00:00,380,380,380,380,647700
2022-09-13 11:00:00,380,380,380,380,275300
2022-09-13 12:00:00,380,380,380,380,0
2022-09-13 13:00:00,380,380,380,380,13482800
2022-09-13 14:00:00,380,380,380,380,519000
2022-09-13 15:00:00,380,380,380,380,199300
2022-09-13 16:00:00,380,380,380,380,0
2022-09-14 09:00:00,420,420,474,472,167477700
2022-09-14 10:00:00,472,464,474,474,46963600
2022-09-14 11:00:00,474,472,474,472,10140900
2022-09-14 12:00:00,474,472,474,472,0
2022-09-14 13:00:00,474,472,474,474,7269900
2022-09-14 14:00:00,474,472,474,474,39590300
2022-09-14 15:00:00,470,470,470,470,32215500
2022-09-14 16:00:00,470,470,470,470,0
2022-09-15 09:00:00,468,468,570,505,0
2022-09-15 10:00:00,500,478,510,478,65065200
2022-09-15 11:00:00,478,444,484,444,44220800
2022-09-15 12:00:00,478,444,484,444,0
2022-09-15 13:00:00,444,438,446,438,35693300
2022-09-15 14:00:00,438,438,438,438,2741400
2022-09-15 15:00:00,438,438,438,438,0
2022-09-15 16:00:00,438,438,438,438,0
2022-09-16 09:00:00,430,408,438,408,6053400
2022-09-16 10:00:00,408,408,408,408,5059900
2022-09-16 11:00:00,408,408,408,408,112300
2022-09-16 12:00:00,408,408,408,408,0
2022-09-16 13:00:00,408,408,408,408,716600
2022-09-16 14:00:00,408,408,408,408,197600
2022-09-16 15:00:00,408,408,408,408,389800
2022-09-16 16:00:00,408,408,408,408,0
2022-09-19 09:00:00,386,380,460,380,0
2022-09-19 10:00:00,380,380,384,384,7448200
2022-09-19 11:00:00,384,382,394,392,4886200
2022-09-19 12:00:00,384,382,394,392,0
2022-09-19 13:00:00,392,392,408,398,12470400
2022-09-19 14:00:00,398,388,408,392,14681300
2022-09-19 15:00:00,392,392,392,392,1844100
2022-09-19 16:00:00,392,392,392,392,0
2022-09-20 09:00:00,392,392,424,402,0
2022-09-20 10:00:00,402,398,410,400,10233300
2022-09-20 11:00:00,400,398,404,398,1807800
2022-09-20 12:00:00,400,398,404,398,0
2022-09-20 13:00:00,398,398,416,412,8385200
2022-09-20 14:00:00,414,400,416,410,14229000
2022-09-20 15:00:00,412,412,412,412,0
2022-09-20 16:00:00,412,412,412,412,0
2022-09-21 09:00:00,416,416,484,476,124563300
2022-09-21 10:00:00,478,476,505,494,65556500
2022-09-21 11:00:00,494,482,500,498,14726400
2022-09-21 12:00:00,494,482,500,498,0
2022-09-21 13:00:00,496,492,515,515,48288800
2022-09-21 14:00:00,515,515,515,515,6504000
2022-09-21 15:00:00,515,515,515,515,0
2022-09-21 16:00:00,515,515,515,515,0
2022-09-22 09:00:00,600,520,600,585,214277500
2022-09-22 10:00:00,590,580,635,590,131437900
2022-09-22 11:00:00,590,555,605,565,31732700
2022-09-22 12:00:00,590,555,605,565,0
2022-09-22 13:00:00,565,530,575,555,57210600
2022-09-22 14:00:00,555,530,570,560,44190700
2022-09-22 15:00:00,560,560,560,560,0
2022-09-22 16:00:00,560,560,560,560,0
2022-09-23 09:00:00,525,525,555,530,79998800
2022-09-23 10:00:00,530,525,535,525,20024300
2022-09-23 11:00:00,525,525,530,525,0
2022-09-23 12:00:00,525,525,530,525,0
2022-09-23 13:00:00,525,525,530,525,104685600
2022-09-23 14:00:00,525,525,525,525,1022700
2022-09-23 15:00:00,525,525,525,525,691000
2022-09-23 16:00:00,525,525,525,525,0
2022-09-26 09:00:00,492,490,535,494,0
2022-09-26 10:00:00,494,490,498,492,6951500
2022-09-26 11:00:00,490,490,492,490,1686200
2022-09-26 12:00:00,490,490,492,490,0
2022-09-26 13:00:00,492,490,494,490,4079900
2022-09-26 14:00:00,490,490,490,490,541200
2022-09-26 15:00:00,490,490,490,490,179600
2022-09-26 16:00:00,490,490,490,490,0
2022-09-27 09:00:00,490,466,545,470,0
2022-09-27 10:00:00,470,462,476,466,17544300
2022-09-27 11:00:00,466,466,492,478,7506600
2022-09-27 12:00:00,466,466,492,478,0
2022-09-27 13:00:00,478,478,496,496,7539300
2022-09-27 14:00:00,496,484,505,492,19164700
2022-09-27 15:00:00,492,492,492,492,3491500
2022-09-27 16:00:00,492,492,492,492,0
2022-09-28 09:00:00,498,460,500,464,0
2022-09-28 10:00:00,466,464,474,470,14659500
2022-09-28 11:00:00,468,458,472,462,22211200
2022-09-28 12:00:00,468,458,472,462,0
2022-09-28 13:00:00,462,458,466,460,8706000
2022-09-28 14:00:00,460,458,466,460,18501100
2022-09-28 15:00:00,458,458,458,458,902700
2022-09-28 16:00:00,458,458,458,458,0
2022-09-29 09:00:00,458,426,470,426,0
2022-09-29 10:00:00,426,426,426,426,1231500
2022-09-29 11:00:00,426,426,426,426,250600
2022-09-29 12:00:00,426,426,426,426,0
2022-09-29 13:00:00,426,426,426,426,1915900
2022-09-29 14:00:00,426,426,426,426,1707300
2022-09-29 15:00:00,426,426,426,426,0
2022-09-29 16:00:00,426,426,426,426,0
2022-09-30 09:00:00,426,398,426,398,14442000
2022-09-30 10:00:00,398,398,398,398,1751200
2022-09-30 11:00:00,398,398,398,398,144200
2022-09-30 12:00:00,398,398,398,398,0
2022-09-30 13:00:00,398,398,398,398,692900
2022-09-30 14:00:00,398,398,444,422,78573100
2022-09-30 15:00:00,440,440,440,440,13405100
2022-09-30 16:00:00,440,440,440,440,0
2022-10-03 09:00:00,424,410,448,414,0
2022-10-03 10:00:00,414,410,416,412,13270000
2022-10-03 11:00:00,412,410,414,412,0
2022-10-03 12:00:00,412,410,414,412,0
2022-10-03 13:00:00,412,410,414,410,92717500
2022-10-03 14:00:00,410,410,414,410,5676200
2022-10-03 15:00:00,410,410,410,410,716300
2022-10-03 16:00:00,410,410,410,410,0
2022-10-04 09:00:00,410,386,412,390,0
2022-10-04 10:00:00,390,382,390,382,36380600
2022-10-04 11:00:00,382,382,386,384,25820700
2022-10-04 12:00:00,382,382,386,384,0
2022-10-04 13:00:00,384,382,386,382,11851000
2022-10-04 14:00:00,384,382,394,384,20691600
2022-10-04 15:00:00,384,384,384,384,1355400
2022-10-04 16:00:00,384,384,384,384,0
2022-10-05 09:00:00,388,360,394,378,0
2022-10-05 10:00:00,378,370,384,376,14382100
2022-10-05 11:00:00,376,374,380,378,20115600
2022-10-05 12:00:00,376,374,380,378,0
2022-10-05 13:00:00,380,378,458,450,134740400
2022-10-05 14:00:00,450,436,474,448,183930100
2022-10-05 15:00:00,456,456,456,456,0
2022-10-05 16:00:00,456,456,456,456,0
2022-10-06 09:00:00,460,444,474,460,87291100
2022-10-06 10:00:00,460,454,474,464,48514900
2022-10-06 11:00:00,464,456,466,466,11612200
2022-10-06 12:00:00,464,456,466,466,0
2022-10-06 13:00:00,466,460,478,468,31492200
2022-10-06 14:00:00,468,452,482,464,60062000
2022-10-06 15:00:00,454,454,454,454,14221000
2022-10-06 16:00:00,454,454,454,454,0
2022-10-07 09:00:00,460,452,474,464,0
2022-10-07 10:00:00,464,464,472,470,14962700
2022-10-07 11:00:00,468,466,470,468,1126900
2022-10-07 12:00:00,468,466,470,468,0
2022-10-07 13:00:00,468,466,478,472,15783100
2022-10-07 14:00:00,474,468,474,470,10702100
2022-10-07 15:00:00,468,468,468,468,1980000
2022-10-07 16:00:00,468,468,468,468,0
2022-10-10 09:00:00,470,456,480,464,0
2022-10-10 10:00:00,466,462,468,464,10467300
2022-10-10 11:00:00,464,460,464,460,807800
2022-10-10 12:00:00,464,460,464,460,0
2022-10-10 13:00:00,460,454,496,458,74953700
2022-10-10 14:00:00,456,436,458,436,36914900
2022-10-10 15:00:00,436,436,436,436,542400
2022-10-10 16:00:00,436,436,436,436,0
2022-10-11 09:00:00,436,406,440,406,0
2022-10-11 10:00:00,406,406,408,406,4028500
2022-10-11 11:00:00,406,406,406,406,740900
2022-10-11 12:00:00,406,406,406,406,0
2022-10-11 13:00:00,406,406,406,406,799700
2022-10-11 14:00:00,406,406,406,406,713600
2022-10-11 15:00:00,406,406,406,406,132800
2022-10-11 16:00:00,406,406,406,406,0
2022-10-12 09:00:00,388,378,410,378,25388700
2022-10-12 10:00:00,378,378,382,380,37406200
2022-10-12 11:00:00,380,378,382,378,15936500
2022-10-12 12:00:00,380,378,382,378,0
2022-10-12 13:00:00,378,378,394,378,40465700
2022-10-12 14:00:00,378,378,384,378,8622600
2022-10-12 15:00:00,378,378,378,378,496500
2022-10-12 16:00:00,378,378,378,378,0
2022-10-13 09:00:00,376,352,380,352,0
2022-10-13 10:00:00,352,352,352,352,1871300
2022-10-13 11:00:00,352,352,352,352,913400
2022-10-13 12:00:00,352,352,352,352,0
2022-10-13 13:00:00,352,352,352,352,960300
2022-10-13 14:00:00,352,352,360,352,18701700
2022-10-13 15:00:00,352,352,352,352,405300
2022-10-13 16:00:00,352,352,352,352,0
2022-10-14 09:00:00,352,328,362,328,0
2022-10-14 10:00:00,328,328,330,328,5270700
2022-10-14 11:00:00,328,328,330,328,2085700
2022-10-14 12:00:00,328,328,330,328,0
2022-10-14 13:00:00,328,328,330,328,5450000
2022-10-14 14:00:00,328,328,328,328,983100
2022-10-14 15:00:00,328,328,328,328,425700
2022-10-14 16:00:00,328,328,328,328,0
2022-10-17 09:00:00,326,306,328,306,0
2022-10-17 10:00:00,306,306,306,306,776200
2022-10-17 11:00:00,306,306,306,306,80900
2022-10-17 12:00:00,306,306,306,306,0
2022-10-17 13:00:00,306,306,306,306,328200
2022-10-17 14:00:00,306,306,306,306,2116800
2022-10-17 15:00:00,306,306,306,306,99900
2022-10-17 16:00:00,306,306,306,306,0
2022-10-18 09:00:00,300,286,310,286,67165800
2022-10-18 10:00:00,286,286,286,286,1556400
2022-10-18 11:00:00,286,286,286,286,321200
2022-10-18 12:00:00,286,286,286,286,0
2022-10-18 13:00:00,286,286,286,286,3160800
2022-10-18 14:00:00,286,286,286,286,809600
2022-10-18 15:00:00,286,286,286,286,308800
2022-10-18 16:00:00,286,286,286,286,0
2022-10-19 09:00:00,280,266,286,266,0
2022-10-19 10:00:00,266,266,266,266,875100
2022-10-19 11:00:00,266,266,266,266,493900
2022-10-19 12:00:00,266,266,266,266,0
2022-10-19 13:00:00,266,266,266,266,5154900
2022-10-19 14:00:00,266,266,266,266,3075900
2022-10-19 15:00:00,266,266,266,266,1257900
2022-10-19 16:00:00,266,266,266,266,0
2022-10-20 09:00:00,248,248,312,296,141929100
2022-10-20 10:00:00,298,286,300,286,45371800
2022-10-20 11:00:00,286,282,292,290,14491200
2022-10-20 12:00:00,286,282,292,290,0
2022-10-20 13:00:00,290,288,292,290,25086200
2022-10-20 14:00:00,290,284,292,290,45190000
2022-10-20 15:00:00,294,294,294,294,7213400
2022-10-20 16:00:00,294,294,294,294,0
2022-10-21 09:00:00,296,284,302,288,0
2022-10-21 10:00:00,288,286,292,286,42587500
2022-10-21 11:00:00,288,286,290,288,5003500
2022-10-21 12:00:00,288,286,290,288,0
2022-10-21 13:00:00,288,276,290,280,28852400
2022-10-21 14:00:00,278,276,284,280,25650100
2022-10-21 15:00:00,278,278,278,278,1792600
2022-10-21 16:00:00,278,278,278,278,0
2022-10-24 09:00:00,276,260,286,262,0
2022-10-24 10:00:00,262,260,262,260,9797400
2022-10-24 11:00:00,260,260,262,262,5507700
2022-10-24 12:00:00,260,260,262,262,0
2022-10-24 13:00:00,262,260,264,260,6725700
2022-10-24 14:00:00,260,260,260,260,2679100
2022-10-24 15:00:00,260,260,260,260,718600
2022-10-24 16:00:00,260,260,260,260,0
2022-10-25 09:00:00,256,242,256,242,0
2022-10-25 10:00:00,244,242,244,242,2510100
2022-10-25 11:00:00,242,242,242,242,692300
2022-10-25 12:00:00,242,242,242,242,0
2022-10-25 13:00:00,242,242,242,242,1102900
2022-10-25 14:00:00,242,242,242,242,1815200
2022-10-25 15:00:00,242,242,242,242,434500
2022-10-25 16:00:00,242,242,242,242,0
2022-10-26 09:00:00,228,226,246,234,0
2022-10-26 10:00:00,236,232,240,240,6134800
2022-10-26 11:00:00,240,236,240,236,1697300
2022-10-26 12:00:00,240,236,240,236,0
2022-10-26 13:00:00,238,236,252,248,43729800
2022-10-26 14:00:00,246,242,254,254,22697500
2022-10-26 15:00:00,252,252,252,252,3644600
2022-10-26 16:00:00,252,252,252,252,0
2022-10-27 09:00:00,272,242,272,252,0
2022-10-27 10:00:00,252,246,252,246,4988000
2022-10-27 11:00:00,246,246,250,248,982300
2022-10-27 12:00:00,246,246,250,248,0
2022-10-27 13:00:00,250,246,250,246,2622700
2022-10-27 14:00:00,246,244,248,244,4221200
2022-10-27 15:00:00,244,244,244,244,2535400
2022-10-27 16:00:00,244,244,244,244,0
2022-10-28 09:00:00,242,238,250,238,0
2022-10-28 10:00:00,238,232,242,236,6678100
2022-10-28 11:00:00,234,234,238,238,1479300
2022-10-28 12:00:00,234,234,238,238,0
2022-10-28 13:00:00,238,236,240,236,1537400
2022-10-28 14:00:00,238,234,238,234,3173400
2022-10-28 15:00:00,234,234,234,234,2464100
2022-10-28 16:00:00,234,234,234,234,0
2022-10-31 09:00:00,234,230,240,238,0
2022-10-31 10:00:00,236,236,248,238,12035800
2022-10-31 11:00:00,238,238,244,244,2399100
2022-10-31 12:00:00,238,238,244,244,0
2022-10-31 13:00:00,242,240,246,240,5023900
2022-10-31 14:00:00,240,234,240,236,3348800
2022-10-31 15:00:00,236,236,236,236,1312800
2022-10-31 16:00:00,236,236,236,236,0
2022-11-01 09:00:00,236,226,242,230,0
2022-11-01 10:00:00,230,226,232,228,5914500
2022-11-01 11:00:00,228,228,230,228,1117300
2022-11-01 12:00:00,228,228,230,228,0
2022-11-01 13:00:00,228,224,230,224,3174400
2022-11-01 14:00:00,224,224,230,226,4461400
2022-11-01 15:00:00,226,226,226,226,1196100
2022-11-01 16:00:00,226,226,226,226,0
2022-11-02 09:00:00,228,226,248,232,13770100
2022-11-02 10:00:00,232,230,232,232,1400600
